NOTES:,This sheet contains merged booths (after 2010). See Merges sheet,,,,,,,,,
,,: merged booths after 2010,,,,,,,,
,,: error. No nearby 2010 matchs,,,,,,,,
,,: a sythesized 2006 result,,,,,,,,
,,,,,,,,,,
BOOTH_NAME,VENUE NAME,ADDRESS,DISTRICT,REGION,GREENS_PERC_2010,GREENS_PERC_2006,VENUE NAME,ADDRESS,LATITUDE,LONGITUDE
Wendouree North,Forest Street Primary School,corner Forest and Hancock Streets Wendouree,Wendouree,Western Victoria,6.53,7.03,Forest Street Primary School,corner Forest and Hancock Streets Wendouree,-37.522987,143.835845
Wendouree West,Yuille Park Community College,Violet Grove Wendouree,Wendouree,Western Victoria,7.65,5.72,Yuille Park Community College,Violet Grove Wendouree,-37.527749,143.820552
Whittington,Bellarine Living & Learning Centre,20 Wordon Court (enter via Solar Drive) Whittington,Geelong,Western Victoria,7.84,6.27,Bellarine Living & Learning Centre,20 Wordon Court (enter via Solar Drive) Whittington,-38.178239,144.394812
Whittington South,St Pauls Anglican Church Hall,corner Wilsons and Townsend Roads Whittington,Geelong,Western Victoria,7.43,4.85,St Pauls Anglican Church Hall,corner Wilsons and Townsend Roads Whittington,-38.180833,144.389858
Willaura,Willaura Primary School,15 Warranooke Street Willaura,Lowan,Western Victoria,2.98,2.49,Willaura Primary School,15 Warranooke Street Willaura,-37.544223,142.738584
Winchelsea,Winchelsea Senior Citizens Centre,36 Harding Street Winchelsea,Polwarth,Western Victoria,8.02,5.49,Winchelsea Senior Citizens Centre,36 Harding Street Winchelsea,-38.241201,143.992559
Winchelsea South,Wurdale Hall,220 Wurdale Road Winchelsea South,Polwarth,Western Victoria,9.38,5.49,Wurdale Hall,220 Wurdale Road Winchelsea South,-38.315415,144.009222
Wiridijil,Wiridijil Hall,Princetown Road Cooriemungle,Polwarth,Western Victoria,8.97,3.11,Wiridijil Hall,Princetown Road Cooriemungle,-38.610681,143.176685
Wonwondah North,Wonwondah North Public Hall,56 Wonwondah Reserve Road Wonwondah North,Lowan,Western Victoria,0.00,1.03,Wonwondah North Public Hall,56 Wonwondah Reserve Road Wonwondah North,-36.879463,142.133352
Woodford,Woodford Primary School,8 Victoria Street Woodford,South-West Coast,Western Victoria,8.37,6.38,Woodford Primary School,8 Victoria Street Woodford,-38.316681,142.484744
Woolsthorpe,Woolsthorpe Primary School,12 Manifold Street Woolsthorpe,South-West Coast,Western Victoria,3.63,5.88,Woolsthorpe Primary School,12 Manifold Street Woolsthorpe,-38.187353,142.432707
Yambuk,Yambuk Public Hall,Princes Highway Yambuk,South-West Coast,Western Victoria,9.42,6.93,Yambuk Public Hall,Princes Highway Yambuk,-38.316568,142.066777
Yanac,Yanac Public Hall,Francis Street Yanac,Lowan,Western Victoria,1.19,0.00,Yanac Public Hall,Francis Street Yanac,-36.136789,141.436061
